City of Colorado Springs Municipal Airport	Colorado Springs	United States	COS	KCOS	38.80580139	-104.7009964	6187	-7	A	America/Denver
Columbia Regional Airport	Columbia	United States	COU	KCOU	38.81809998	-92.21959686	889	-6	A	America/Chicago
Corpus Christi International Airport	Corpus Christi	United States	CRP	KCRP	27.77039909	-97.50119781	44	-6	A	America/Chicago
Yeager Airport	Charleston	United States	CRW	KCRW	38.37310028	-81.59320068	981	-5	A	America/New_York
Cincinnati Northern Kentucky International Airport	Cincinnati	United States	CVG	KCVG	39.04880142	-84.6678009	896	-5	A	America/New_York
Central Wisconsin Airport	Wassau	United States	CWA	KCWA	44.77759933	-89.66680145	1277	-6	A	America/Chicago
Daytona Beach International Airport	Daytona Beach	United States	DAB	KDAB	29.179899	-81.058098	34	-5	A	America/New_York
James M Cox Dayton International Airport	Dayton	United States	DAY	KDAY	39.90240097	-84.2193985	1009	-5	A	America/New_York
Dubuque Regional Airport	Dubuque IA	United States	DBQ	KDBQ	42.40200043	-90.70950317	1077	-6	A	America/Chicago
Denver International Airport	Denver	United States	DEN	KDEN	39.86169815	-104.6729965	5431	-7	A	America/Denver
Dallas Fort Worth International Airport	Dallas-Fort Worth	United States	DFW	KDFW	32.89680099	-97.03800201	607	-6	A	America/Chicago
Durango La Plata County Airport	Durango	United States	DRO	KDRO	37.1515007	-107.7539978	6685	-7	A	America/Denver
Des Moines International Airport	Des Moines	United States	DSM	KDSM	41.5340004	-93.6631012	958	-6	A	America/Chicago
Detroit Metropolitan Wayne County Airport	Detroit	United States	DTW	KDTW	42.21239853	-83.35340118	645	-5	A	America/New_York
Elmira Corning Regional Airport	Elmira	United States	ELM	KELM	42.15990067	-76.89160156	954	-5	A	America/New_York
El Paso International Airport	El Paso	United States	ELP	KELP	31.80719948	-106.3779984	3959	-7	A	America/Denver
Erie International Tom Ridge Field	Erie	United States	ERI	KERI	42.08312701	-80.17386675	732	-5	A	America/New_York
Mahlon Sweet Field	Eugene	United States	EUG	KEUG	44.12459946	-123.211998	374	-8	A	America/Los_Angeles
Evansville Regional Airport	Evansville	United States	EVV	KEVV	38.03699875	-87.53240204	418	-6	A	America/Chicago
Coastal Carolina Regional Airport	New Bern	United States	EWN	KEWN	35.07300186	-77.04290009	18	-5	A	America/New_York
Newark Liberty International Airport	Newark	United States	EWR	KEWR	40.69250107	-74.16870117	18	-5	A	America/New_York
Key West International Airport	Key West	United States	EYW	KEYW	24.55610085	-81.75959778	3	-5	A	America/New_York
Hector International Airport	Fargo	United States	FAR	KFAR	46.92070007	-96.81580353	902	-6	A	America/Chicago
Fresno Yosemite International Airport	Fresno	United States	FAT	KFAT	36.77619934	-119.7180023	336	-8	A	America/Los_Angeles
Fayetteville Regional Grannis Field	Fayetteville	United States	FAY	KFAY	34.99119949	-78.88030243	189	-5	A	America/New_York
Flagstaff Pulliam Airport	Flagstaff	United States	FLG	KFLG	35.13850021	-111.6709976	7014	-7	N	America/Phoenix
Fort Lauderdale Hollywood International Airport	Fort Lauderdale	United States	FLL	KFLL	26.07259941	-80.15270233	9	-5	A	America/New_York
Florence Regional Airport	Florence	United States	FLO	KFLO	34.1853981	-79.72389984	146	-5	A	America/New_York
Bishop International Airport	Flint	United States	FNT	KFNT	42.9654007	-83.74359894	782	-5	A	America/New_York
Joe Foss Field Airport	Sioux Falls	United States	FSD	KFSD	43.58200073	-96.74189758	1429	-6	A	America/Chicago
Fort Smith Regional Airport	Fort Smith	United States	FSM	KFSM	35.33660126	-94.36740112	469	-6	A	America/Chicago
Fort Wayne International Airport	Fort Wayne	United States	FWA	KFWA	40.97850037	-85.19509888	814	-5	A	America/New_York
Garden City Regional Airport	Garden City	United States	GCK	KGCK	37.92750168	-100.723999	2891	-6	A	America/Chicago
Spokane International Airport	Spokane	United States	GEG	KGEG	47.61989975	-117.5339966	2376	-8	A	America/Los_Angeles
East Texas Regional Airport	Longview	United States	GGG	KGGG	32.38399887	-94.71150208	365	-6	A	America/Chicago
Grand Junction Regional Airport	Grand Junction	United States	GJT	KGJT	39.12239838	-108.5270004	4858	-7	A	America/Denver
Gainesville Regional Airport	Gainesville	United States	GNV	KGNV	29.69009972	-82.27179718	152	-5	A	America/New_York
Gulfport Biloxi International Airport	Gulfport	United States	GPT	KGPT	30.40730095	-89.07009888	28	-6	A	America/Chicago
Austin Straubel International Airport	Green Bay	United States	GRB	KGRB	44.48509979	-88.12960052	695	-6	A	America/Chicago
Central Nebraska Regional Airport	Grand Island	United States	GRI	KGRI	40.96749878	-98.30960083	1847	-6	A	America/Chicago
Robert Gray  Army Air Field Airport	Killeen	United States	GRK	KGRK	31.06719971	-97.8289032	1015	-6	A	America/Chicago
Gerald R. Ford International Airport	Grand Rapids	United States	GRR	KGRR	42.88079834	-85.52279663	794	-5	A	America/New_York
Piedmont Triad International Airport	Greensboro	United States	GSO	KGSO	36.09780121	-79.93730164	925	-5	A	America/New_York
Greenville Spartanburg International Airport	Greenville	United States	GSP	KGSP	34.89569855	-82.21890259	964	-5	A	America/New_York
Hilton Head Airport	Hilton Head Island	United States	HHH	KHXD	32.22439957	-80.69750214	19	-5	A	America/New_York
William P Hobby Airport	Houston	United States	HOU	KHOU	29.64539909	-95.27890015	46	-6	A	America/Chicago
Westchester County Airport	White Plains	United States	HPN	KHPN	41.06700134	-73.70760345	439	-5	A	America/New_York
Huntsville International Carl T Jones Field	Huntsville	United States	HSV	KHSV	34.6371994	-86.77510071	629	-6	A	America/Chicago
Tri-State/Milton J. Ferguson Field	Huntington	United States	HTS	KHTS	38.36669922	-82.55799866	828	-5	A	America/New_York
Tweed New Haven Airport	New Haven	United States	HVN	KHVN	41.26369858	-72.88680267	12	-5	A	America/New_York
George Bush Intercontinental Houston Airport	Houston	United States	IAH	KIAH	29.9843998	-95.34140015	97	-6	A	America/Chicago
Wichita Mid Continent Airport	Wichita	United States	ICT	KICT	37.64989853	-97.43309784	1333	-6	A	America/Chicago
Wilmington International Airport	Wilmington	United States	ILM	KILM	34.27059937	-77.90260315	32	-5	A	America/New_York
Indianapolis International Airport	Indianapolis	United States	IND	KIND	39.7173	-86.294403	797	-5	A	America/New_York
Williamsport Regional Airport	Williamsport	United States	IPT	KIPT	41.2417984	-76.9210968	529	-5	A	America/New_York
Long Island Mac Arthur Airport	Islip	United States	ISP	KISP	40.79520035	-73.10019684	99	-5	A	America/New_York
Ithaca Tompkins Regional Airport	Ithaca	United States	ITH	KITH	42.49100113	-76.45839691	1099	-5	A	America/New_York
Jackson-Medgar Wiley Evers International Airport	Jackson	United States	JAN	KJAN	32.31119919	-90.07589722	346	-6	A	America/Chicago
Jacksonville International Airport	Jacksonville	United States	JAX	KJAX	30.49410057	-81.68789673	30	-5	A	America/New_York
John F Kennedy International Airport	New York	United States	JFK	KJFK	40.63980103	-73.77890015	13	-5	A	America/New_York
Joplin Regional Airport	Joplin	United States	JLN	KJLN	37.15179825	-94.49829865	981	-6	A	America/Chicago
Juneau International Airport	Juneau	United States	JNU	PAJN	58.35499954	-134.576004	21	-9	A	America/Anchorage
Ketchikan International Airport	Ketchikan	United States	KTN	PAKT	55.35559845	-131.7140045	89	-9	A	America/Anchorage
McCarran International Airport	Las Vegas	United States	LAS	KLAS	36.08010101	-115.1520004	2181	-8	A	America/Los_Angeles
Lawton Fort Sill Regional Airport	Lawton	United States	LAW	KLAW	34.56769943	-98.41660309	1110	-6	A	America/Chicago
Los Angeles International Airport	Los Angeles	United States	LAX	KLAX	33.94250107	-118.4079971	125	-8	A	America/Los_Angeles
Lubbock Preston Smith International Airport	Lubbock	United States	LBB	KLBB	33.66360092	-101.822998	3282	-6	A	America/Chicago
Lake Charles Regional Airport	Lake Charles	United States	LCH	KLCH	30.12610054	-93.22329712	15	-6	A	America/Chicago
Blue Grass Airport	Lexington KY	United States	LEX	KLEX	38.03649902	-84.60590363	979	-5	A	America/New_York
Lafayette Regional Airport	Lafayette	United States	LFT	KLFT	30.20529938	-91.98760223	42	-6	A	America/Chicago
La Guardia Airport	New York	United States	LGA	KLGA	40.77719879	-73.87259674	21	-5	A	America/New_York
Long Beach /Daugherty Field/ Airport	Long Beach	United States	LGB	KLGB	33.81769943	-118.1520004	60	-8	A	America/Los_Angeles
Bill & Hillary Clinton National Airport/Adams Field	Little Rock	United States	LIT	KLIT	34.72940063	-92.22429657	262	-6	A	America/Chicago
Laredo International Airport	Laredo	United States	LRD	KLRD	27.54380035	-99.46160126	508	-6	A	America/Chicago
La Crosse Municipal Airport	La Crosse	United States	LSE	KLSE	43.879002	-91.256699	655	-6	A	America/Chicago
Lynchburg Regional Preston Glenn Field	Lynchburg	United States	LYH	KLYH	37.3266983	-79.20040131	938	-5	A	America/New_York
Midland International Airport	Midland	United States	MAF	KMAF	31.94249916	-102.2020035	2871	-6	A	America/Chicago
Kansas City International Airport	Kansas City	United States	MCI	KMCI	39.2976	-94.713898	1026	-6	A	America/Chicago
Orlando International Airport	Orlando	United States	MCO	KMCO	28.42939949	-81.30899811	96	-5	A	America/New_York
Harrisburg International Airport	Harrisburg	United States	MDT	KMDT	40.19350052	-76.76339722	310	-5	A	America/New_York
Memphis International Airport	Memphis	United States	MEM	KMEM	35.04240036	-89.97669983	341	-6	A	America/Chicago
Mc Allen Miller International Airport	Mcallen	United States	MFE	KMFE	26.17580032	-98.23860168	107	-6	A	America/Chicago
Rogue Valley International Medford Airport	Medford	United States	MFR	KMFR	42.37419891	-122.8730011	1335	-8	A	America/Los_Angeles
Montgomery Regional (Dannelly Field) Airport	MONTGOMERY	United States	MGM	KMGM	32.30059814	-86.39399719	221	-6	A	America/Chicago
Manhattan Regional Airport	Manhattan	United States	MHK	KMHK	39.14099884	-96.67079926	1057	-6	A	America/Chicago
Manchester Airport	Manchester NH	United States	MHT	KMHT	42.93259811	-71.43569946	266	-5	A	America/New_York
Miami International Airport	Miami	United States	MIA	KMIA	25.79319954	-80.29060364	8	-5	A	America/New_York
General Mitchell International Airport	Milwaukee	United States	MKE	KMKE	42.94720078	-87.89659882	723	-6	A	America/Chicago
Melbourne International Airport	Melbourne	United States	MLB	KMLB	28.10280037	-80.64530182	33	-5	A	America/New_York
Quad City International Airport	Moline	United States	MLI	KMLI	41.44850159	-90.50749969	590	-6	A	America/Chicago
Monroe Regional Airport	Monroe	United States	MLU	KMLU	32.51089859	-92.03769684	79	-6	A	America/Chicago
Mammoth Yosemite Airport	Mammoth Lakes	United States	MMH	KMMH	37.62409973	-118.8379974	7135	-8	A	America/Los_Angeles
Mobile Regional Airport	Mobile	United States	MOB	KMOB	30.69120026	-88.24279785	219	-6	A	America/Chicago
Sawyer International Airport	Gwinn	United States	MQT	KSAW	46.35359955	-87.395401	1221	-5	A	America/New_York
Monterey Peninsula Airport	Monterey	United States	MRY	KMRY	36.5870018	-121.8430023	257	-8	A	America/Los_Angeles
Dane County Regional Truax Field	Madison	United States	MSN	KMSN	43.13990021	-89.33750153	887	-6	A	America/Chicago
Minneapolis-St Paul International/Wold-Chamberlain Airport	Minneapolis	United States	MSP	KMSP	44.88199997	-93.22180176	841	-6	A	America/Chicago
Louis Armstrong New Orleans International Airport	New Orleans	United States	MSY	KMSY	29.99340057	-90.25800323	4	-6	A	America/Chicago
Myrtle Beach International Airport	Myrtle Beach	United States	MYR	KMYR	33.67969894	-78.92829895	25	-5	A	America/New_York
Albert J Ellis Airport	Jacksonville NC	United States	OAJ	KOAJ	34.82920074	-77.61209869	94	-5	A	America/New_York
Metropolitan Oakland International Airport	Oakland	United States	OAK	KOAK	37.72129822	-122.2210007	9	-8	A	America/Los_Angeles
Will Rogers World Airport	Oklahoma City	United States	OKC	KOKC	35.39310074	-97.60070038	1295	-6	A	America/Chicago
Eppley Airfield	Omaha	United States	OMA	KOMA	41.30319977	-95.89409637	984	-6	A	America/Chicago
Ontario International Airport	Ontario	United States	ONT	KONT	34.05599976	-117.6009979	944	-8	A	America/Los_Angeles
Chicago O'Hare International Airport	Chicago	United States	ORD	KORD	41.97859955	-87.90480042	672	-6	A	America/Chicago
Norfolk International Airport	Norfolk	United States	ORF	KORF	36.89459991	-76.20120239	26	-5	A	America/New_York
Palm Beach International Airport	West Palm Beach	United States	PBI	KPBI	26.68320084	-80.09559631	19	-5	A	America/New_York
Portland International Airport	Portland	United States	PDX	KPDX	45.58869934	-122.5979996	31	-8	A	America/Los_Angeles
Pitt Greenville Airport	Greenville	United States	PGV	KPGV	35.6352005	-77.38529968	26	-5	A	America/New_York
Newport News Williamsburg International Airport	Newport News	United States	PHF	KPHF	37.13190079	-76.49299622	42	-5	A	America/New_York
Philadelphia International Airport	Philadelphia	United States	PHL	KPHL	39.87189865	-75.2410965	36	-5	A	America/New_York
Phoenix Sky Harbor International Airport	Phoenix	United States	PHX	KPHX	33.43429947	-112.012001	1135	-7	N	America/Phoenix
General Wayne A. Downing Peoria International Airport	Peoria	United States	PIA	KPIA	40.66419983	-89.69329834	660	-6	A	America/Chicago
Pittsburgh International Airport	Pittsburgh	United States	PIT	KPIT	40.49150085	-80.23290253	1203	-5	A	America/New_York
Pensacola Regional Airport	Pensacola	United States	PNS	KPNS	30.47340012	-87.18659973	121	-6	A	America/Chicago
Palm Springs International Airport	Palm Springs	United States	PSP	KPSP	33.82970047	-116.5070038	477	-8	A	America/Los_Angeles
Theodore Francis Green State Airport	Providence	United States	PVD	KPVD	41.73260117	-71.42040253	55	-5	A	America/New_York
Portland International Jetport Airport	Portland	United States	PWM	KPWM	43.64619827	-70.30930328	76	-5	A	America/New_York
Rapid City Regional Airport	Rapid City	United States	RAP	KRAP	44.04529953	-103.0569992	3204	-7	A	America/Denver
Roberts Field	Redmond-Bend	United States	RDM	KRDM	44.2541008	-121.1500015	3080	-8	A	America/Los_Angeles
Raleigh Durham International Airport	Raleigh-durham	United States	RDU	KRDU	35.87760162	-78.78749847	435	-5	A	America/New_York
Richmond International Airport	Richmond	United States	RIC	KRIC	37.50519943	-77.31970215	167	-5	A	America/New_York
Reno Tahoe International Airport	Reno	United States	RNO	KRNO	39.49909973	-119.7679977	4415	-8	A	America/Los_Angeles
Roanoke–Blacksburg Regional Airport	Roanoke VA	United States	ROA	KROA	37.32550049	-79.97540283	1175	-5	A	America/New_York
Greater Rochester International Airport	Rochester	United States	ROC	KROC	43.1189003	-77.67240143	559	-5	A	America/New_York
Roswell International Air Center Airport	Roswell	United States	ROW	KROW	33.30160141	-104.5309982	3671	-7	A	America/Denver
Rochester International Airport	Rochester	United States	RST	KRST	43.90829849	-92.5	1317	-6	A	America/Chicago
Southwest Florida International Airport	Fort Myers	United States	RSW	KRSW	26.53619957	-81.75520325	30	-5	A	America/New_York
Santa Fe Municipal Airport	Santa Fe	United States	SAF	KSAF	35.61709976	-106.0889969	6348	-7	A	America/Denver
San Diego International Airport	San Diego	United States	SAN	KSAN	32.73360062	-117.1900024	17	-8	A	America/Los_Angeles
San Antonio International Airport	San Antonio	United States	SAT	KSAT	29.53370094	-98.46980286	809	-6	A	America/Chicago
Savannah Hilton Head International Airport	Savannah	United States	SAV	KSAV	32.12760162	-81.20210266	50	-5	A	America/New_York
Santa Barbara Municipal Airport	Santa Barbara	United States	SBA	KSBA	34.42620087	-119.8399963	13	-8	A	America/Los_Angeles
San Luis County Regional Airport	San Luis Obispo	United States	SBP	KSBP	35.23680115	-120.6419983	212	-8	A	America/Los_Angeles
Salisbury Ocean City Wicomico Regional Airport	Salisbury	United States	SBY	KSBY	38.34049988	-75.51029968	52	-5	A	America/New_York
University Park Airport	State College Pennsylvania	United States	SCE	KUNV	40.84930038	-77.84870148	1239	-5	A	America/New_York
Louisville International Standiford Field	Louisville	United States	SDF	KSDF	38.1744	-85.736	501	-5	A	America/New_York
Seattle Tacoma International Airport	Seattle	United States	SEA	KSEA	47.44900131	-122.3089981	433	-8	A	America/Los_Angeles
San Francisco International Airport	San Francisco	United States	SFO	KSFO	37.61899948	-122.375	13	-8	A	America/Los_Angeles
Springfield Branson National Airport	Springfield	United States	SGF	KSGF	37.24570084	-93.38860321	1268	-6	A	America/Chicago
Shreveport Regional Airport	Shreveport	United States	SHV	KSHV	32.44660187	-93.82559967	258	-6	A	America/Chicago
Norman Y. Mineta San Jose International Airport	San Jose	United States	SJC	KSJC	37.36259842	-121.9290009	62	-8	A	America/Los_Angeles
San Angelo Regional Mathis Field	San Angelo	United States	SJT	KSJT	31.35770035	-100.4960022	1919	-6	A	America/Chicago
Luis Munoz Marin International Airport	San Juan	Puerto Rico	SJU	TJSJ	18.43939972	-66.00180054	9	-4	U	America/Puerto_Rico
Salt Lake City International Airport	Salt Lake City	United States	SLC	KSLC	40.78839874	-111.9779968	4227	-7	A	America/Denver
Sacramento International Airport	Sacramento	United States	SMF	KSMF	38.69540024	-121.5910034	27	-8	A	America/Los_Angeles
John Wayne Airport-Orange County Airport	Santa Ana	United States	SNA	KSNA	33.67570114	-117.8679962	56	-8	A	America/Los_Angeles
Abraham Lincoln Capital Airport	Springfield	United States	SPI	KSPI	39.84410095	-89.67790222	598	-6	A	America/Chicago
Sheppard Air Force Base-Wichita Falls Municipal Airport	Wichita Falls	United States	SPS	KSPS	33.98880005	-98.49189758	1019	-6	A	America/Chicago
Sarasota Bradenton International Airport	Sarasota	United States	SRQ	KSRQ	27.39539909	-82.55439758	30	-5	A	America/New_York
Lambert St Louis International Airport	St. Louis	United States	STL	KSTL	38.74869919	-90.37000275	618	-6	A	America/Chicago
Charles M. Schulz Sonoma County Airport	Santa Rosa	United States	STS	KSTS	38.50899887	-122.8130035	128	-8	A	America/Los_Angeles
Sioux Gateway Col. Bud Day Field	Sioux City	United States	SUX	KSUX	42.40259933	-96.38439941	1098	-6	A	America/Chicago
Stewart International Airport	Newburgh	United States	SWF	KSWF	41.5041008	-74.10479736	491	-5	A	America/New_York
Syracuse Hancock International Airport	Syracuse	United States	SYR	KSYR	43.11119843	-76.10630035	421	-5	A	America/New_York
Tallahassee Regional Airport	Tallahassee	United States	TLH	KTLH	30.39649963	-84.35030365	81	-5	A	America/New_York
Toledo Express Airport	Toledo	United States	TOL	KTOL	41.58679962	-83.80780029	683	-5	A	America/New_York
Tampa International Airport	Tampa	United States	TPA	KTPA	27.97550011	-82.53320313	26	-5	A	America/New_York
Tri Cities Regional Tn Va Airport	BRISTOL	United States	TRI	KTRI	36.47520065	-82.40740204	1519	-5	A	America/New_York
Tulsa International Airport	Tulsa	United States	TUL	KTUL	36.19839859	-95.88809967	677	-6	A	America/Chicago
Tucson International Airport	Tucson	United States	TUS	KTUS	32.11610031	-110.9410019	2643	-7	N	America/Phoenix
Cherry Capital Airport	Traverse City	United States	TVC	KTVC	44.74140167	-85.5821991	624	-5	A	America/New_York
Texarkana Regional Webb Field	Texarkana	United States	TXK	KTXK	33.45370102	-93.99099731	390	-6	A	America/Chicago
Tyler Pounds Regional Airport	Tyler	United States	TYR	KTYR	32.35409927	-95.40239716	544	-6	A	America/Chicago
McGhee Tyson Airport	Knoxville	United States	TYS	KTYS	35.81100082	-83.9940033	981	-5	A	America/New_York
Destin-Ft Walton Beach Airport	Valparaiso	United States	VPS	KVPS	30.4832	-86.525398	87	-6	A	America/Chicago
Vieques Airport	Vieques Island	Puerto Rico	VQS	TJCG	18.11580086	-65.42269897	19	-4	U	America/Puerto_Rico
Northwest Arkansas Regional Airport	Bentonville	United States	XNA	KXNA	36.281898	-94.306801	1287	-6	A	America/Chicago
Yuma MCAS/Yuma International Airport	Yuma	United States	YUM	KNYL	32.65660095	-114.6060028	213	-7	N	America/Phoenix
